Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
chicken pox,lethargy,loss_of_appetite,high_fever,red_spots_over_body,fatigue,malaise,headache,,,,,,,,,,
bronchial asthma,cough,fatigue,high_fever,mucoid_sputum,,,,,,,,,,,,,
jaundice,yellowish_skin,vomiting,itching,dark_urine,fatigue,weight_loss,abdominal_pain,,,,,,,,,,
dimorphic hemmorhoids(piles),pain_during_bowel_movements,irritation_in_anus,pain_in_anal_region,neck_pain,,,,,,,,,,,,,
peptic ulcer diseae,passage_of_gases,indigestion,abdominal_pain,internal_itching,,,,,,,,,,,,,
hypoglycemia,headache,anxiety,vomiting,slurred_speech,irritability,sweating,fatigue,blurred_and_distorted_vision,excessive_hunger,,,,,,,,
migraine,indigestion,irritability,excessive_hunger,acidity,blurred_and_distorted_vision,depression,headache,stiff_neck,visual_disturbances,,,,,,,,
gastroenteritis,dehydration,vomiting,sunken_eyes,diarrhoea,,,,,,,,,,,,,
hepatitis b,fatigue,yellowish_skin,receiving_blood_transfusion,,,,,,,,,,,,,,
common cold,continuous_sneezing,throat_irritation,loss_of_smell,malaise,swelled_lymph_nodes,phlegm,muscle_pain,,,,,,,,,,
drug reaction,spotting_ urination,skin_rash,burning_micturition,itching,,,,,,,,,,,,,
hepatitis d,fatigue,yellowing_of_eyes,nausea,dark_urine,bloody_stool,,,,,,,,,,,,
chronic cholestasis,loss_of_appetite,abdominal_pain,yellowing_of_eyes,vomiting,yellowish_skin,nausea,itching,,,,,,,,,,
hepatitis d,nausea,joint_pain,yellowing_of_eyes,yellowish_skin,abdominal_pain,dark_urine,,,,,,,,,,,
dengue,high_fever,back_pain,headache,vomiting,chills,nausea,muscle_pain,pain_behind_the_eyes,,,,,,,,,
hypoglycemia,nausea,excessive_hunger,fatigue,blurred_and_distorted_vision,palpitations,drying_and_tingling_lips,sweating,headache,slurred_speech,irritability,,,,,,,
common cold,muscle_pain,congestion,chest_pain,redness_of_eyes,loss_of_smell,continuous_sneezing,phlegm,lethargy,,,,,,,,,
hyperthyroidism,mood_swings,muscle_weakness,excessive_hunger,fatigue,fast_heart_rate,irritability,diarrhoea,restlessness,sweating,abnormal_menstruation,,,,,,,
osteoarthristis,painful_walking,hip_joint_pain,joint_pain,,,,,,,,,,,,,,
psoriasis,silver_like_dusting,inflammatory_nails,skin_peeling,small_dents_in_nails,skin_rash,joint_pain,,,,,,,,,,,
drug reaction,stomach_pain,skin_rash,burning_micturition,itching,,,,,,,,,,,,,
arthritis,swelling_joints,muscle_weakness,movement_stiffness,,,,,,,,,,,,,,
dengue,loss_of_appetite,joint_pain,headache,fatigue,malaise,vomiting,nausea,,,,,,,,,,
tuberculosis,swelled_lymph_nodes,fatigue,yellowing_of_eyes,blood_in_sputum,weight_loss,loss_of_appetite,,,,,,,,,,,
osteoarthristis, joint_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,,,,,,,,,,,,
diabetes,increased_appetite,excessive_hunger,restlessness,,,,,,,,,,,,,,
osteoarthristis,knee_pain,hip_joint_pain,swelling_joints,,,,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,nausea,vomiting,unsteadiness,spinning_movements,loss_of_balance,headache,,,,,,,,,,,
hyperthyroidism,excessive_hunger,abnormal_menstruation,sweating,restlessness,mood_swings,weight_loss,fast_heart_rate,,,,,,,,,,
fungal infection,itching, skin_rash, dischromic _patches,,,,,,,,,,,,,,
hypertension,lack_of_concentration,chest_pain,dizziness,,,,,,,,,,,,,,
osteoarthristis,neck_pain,knee_pain,joint_pain,hip_joint_pain,,,,,,,,,,,,,
migraine,indigestion,depression,acidity,,,,,,,,,,,,,,
peptic ulcer diseae,vomiting,internal_itching,indigestion,loss_of_appetite,,,,,,,,,,,,,
gastroenteritis,vomiting,sunken_eyes,dehydration,,,,,,,,,,,,,,
hypothyroidism,abnormal_menstruation,swollen_extremeties,puffy_face_and_eyes,depression,enlarged_thyroid,fatigue,cold_hands_and_feets,dizziness,weight_gain,,,,,,,,
chronic cholestasis,loss_of_appetite,nausea,vomiting,yellowing_of_eyes,,,,,,,,,,,,,
hypoglycemia,palpitations,blurred_and_distorted_vision,sweating,,,,,,,,,,,,,,
hypoglycemia,fatigue,nausea,blurred_and_distorted_vision,drying_and_tingling_lips,anxiety,palpitations,excessive_hunger,slurred_speech,vomiting,irritability,,,,,,,
typhoid,vomiting,abdominal_pain,toxic_look_(typhos),headache,chills,belly_pain,,,,,,,,,,,
arthritis,movement_stiffness,swelling_joints,painful_walking,stiff_neck,,,,,,,,,,,,,
alcoholic hepatitis,abdominal_pain,distention_of_abdomen,fluid_overload,history_of_alcohol_consumption,yellowish_skin,vomiting,,,,,,,,,,,
arthritis,stiff_neck,swelling_joints,movement_stiffness,painful_walking,muscle_weakness,,,,,,,,,,,,
diabetes,excessive_hunger,blurred_and_distorted_vision,polyuria,obesity,increased_appetite,weight_loss,,,,,,,,,,,
alcoholic hepatitis,swelling_of_stomach,vomiting,distention_of_abdomen,abdominal_pain,fluid_overload,yellowish_skin,history_of_alcohol_consumption,,,,,,,,,,
hepatitis c,family_history,fatigue,loss_of_appetite,,,,,,,,,,,,,,
osteoarthristis,hip_joint_pain,swelling_joints,knee_pain,joint_pain,neck_pain,painful_walking,,,,,,,,,,,
hepatitis e,yellowing_of_eyes,nausea,fatigue,yellowish_skin,vomiting,dark_urine,abdominal_pain,acute_liver_failure,loss_of_appetite,,,,,,,,
hepatitis c,fatigue,yellowish_skin,yellowing_of_eyes,loss_of_appetite,nausea,,,,,,,,,,,,
pneumonia,chest_pain,breathlessness,rusty_sputum,fatigue,sweating,fast_heart_rate,,,,,,,,,,,
migraine,acidity,blurred_and_distorted_vision,irritability,visual_disturbances,headache,indigestion,depression,excessive_hunger,stiff_neck,,,,,,,,
paralysis (brain hemorrhage),altered_sensorium,vomiting,weakness_of_one_body_side,cough,,,,,,,,,,,,,
diabetes,excessive_hunger,restlessness,weight_loss,,,,,,,,,,,,,,
osteoarthristis,painful_walking,neck_pain,swelling_joints,,,,,,,,,,,,,,
hyperthyroidism,restlessness,abnormal_menstruation,mood_swings,sweating,muscle_weakness,diarrhoea,fast_heart_rate,irritability,weight_loss,,,,,,,,
tuberculosis,malaise,phlegm,high_fever,cough,swelled_lymph_nodes,,,,,,,,,,,,
common cold,redness_of_eyes,malaise,chills,throat_irritation,chest_pain,sinus_pressure,,,,,,,,,,,
hepatitis c,family_history,fatigue,yellowing_of_eyes,,,,,,,,,,,,,,
malaria,muscle_pain,headache,vomiting,diarrhoea,chills,,,,,,,,,,,,
jaundice,high_fever,fatigue,itching,dark_urine,,,,,,,,,,,,,
varicose veins,obesity,fatigue,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,bruising,cramps,,,,,,,,,,
pneumonia,chills,rusty_sputum,chest_pain,fatigue,phlegm,breathlessness,high_fever,malaise,,,,,,,,,
bronchial asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum,,,,,,,,,,,
peptic ulcer diseae,abdominal_pain,loss_of_appetite,indigestion,internal_itching,,,,,,,,,,,,,
heart attack,vomiting,sweating,breathlessness,chest_pain,,,,,,,,,,,,,
typhoid,abdominal_pain,headache,belly_pain,vomiting,fatigue,constipation,weakness_in_limbs,,,,,,,,,,
hepatitis a,yellowish_skin,abdominal_pain,nausea,vomiting,mild_fever,dark_urine,joint_pain,diarrhoea,loss_of_appetite,muscle_pain,,,,,,,
gerd,ulcers_on_tongue,acidity,stomach_pain,chest_pain,small_dents_in_nails,,,,,,,,,,,,
typhoid,fatigue,headache,high_fever,chills,constipation,toxic_look_(typhos),nausea,abdominal_pain,,,,,,,,,
alcoholic hepatitis,vomiting,yellowish_skin,swelling_of_stomach,history_of_alcohol_consumption,fluid_overload,abdominal_pain,,,,,,,,,,,
paralysis (brain hemorrhage),altered_sensorium,headache,weakness_of_one_body_side,vomiting,,,,,,,,,,,,,
peptic ulcer diseae,passage_of_gases,abdominal_pain,internal_itching,,,,,,,,,,,,,,
malaria,muscle_pain,headache,vomiting,chills,sweating,diarrhoea,nausea,high_fever,,,,,,,,,
osteoarthristis,painful_walking,neck_pain,swelling_joints,knee_pain,hip_joint_pain,joint_pain,,,,,,,,,,,
impetigo,high_fever,blister,skin_rash,red_sore_around_nose,,,,,,,,,,,,,
alcoholic hepatitis,history_of_alcohol_consumption,fluid_overload,yellowish_skin,abdominal_pain,swelling_of_stomach,vomiting,,,,,,,,,,,
chicken pox,mild_fever,malaise,red_spots_over_body,itching,high_fever,lethargy,headache,fatigue,,,,,,,,,
hypoglycemia,palpitations,blurred_and_distorted_vision,anxiety,fatigue,vomiting,nausea,slurred_speech,sweating,excessive_hunger,,,,,,,,
hypoglycemia,vomiting,nausea,palpitations,headache,slurred_speech,excessive_hunger,fatigue,irritability,drying_and_tingling_lips,blurred_and_distorted_vision,,,,,,,
allergy,watering_from_eyes,continuous_sneezing,chills,,,,,,,,,,,,,,
cervical spondylosis,neck_pain,back_pain,dizziness,loss_of_balance,weakness_in_limbs,acidity,,,,,,,,,,,
varicose veins,swollen_blood_vessels,bruising,obesity,swollen_legs,fatigue,prominent_veins_on_calf,cramps,,,,,,,,,,
aids, muscle_wasting, patches_in_throat, high_fever,,,,,,,,,,,,,,
diabetes,increased_appetite,weight_loss,lethargy,blurred_and_distorted_vision,restlessness,polyuria,irregular_sugar_level,excessive_hunger,pain_behind_the_eyes,,,,,,,,
drug reaction,skin_rash,itching,burning_micturition,stomach_pain,spotting_ urination,,,,,,,,,,,,
varicose veins,obesity,swollen_legs,cramps,fatigue,bruising,prominent_veins_on_calf,,,,,,,,,,,
impetigo,blister,red_sore_around_nose,skin_rash,high_fever,,,,,,,,,,,,,
gerd,acidity,chest_pain,cough,ulcers_on_tongue,stomach_pain,vomiting,extra_marital_contacts,,,,,,,,,,
heart attack,chest_pain,sweating,breathlessness,,,,,,,,,,,,,,
tuberculosis,swelled_lymph_nodes,fatigue,loss_of_appetite,phlegm,mild_fever,blood_in_sputum,chills,chest_pain,vomiting,,,,,,,,
peptic ulcer diseae,loss_of_appetite,abdominal_pain,internal_itching,,,,,,,,,,,,,,
hepatitis e,nausea,yellowing_of_eyes,coma,acute_liver_failure,,,,,,,,,,,,,
fungal infection,nodal_skin_eruptions,itching,dischromic _patches,,,,,,,,,,,,,,
hypothyroidism,brittle_nails,fatigue,depression,weight_gain,,,,,,,,,,,,,
hepatitis d,fatigue,dark_urine,yellowing_of_eyes,vomiting,,,,,,,,,,,,,
dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, irritation_in_anus,,,,,,,,,,,,,
cervical spondylosis,dizziness,weakness_in_limbs,back_pain,,,,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,unsteadiness,spinning_movements,headache,loss_of_balance,nausea,vomiting,throat_irritation,,,,,,,,,,
hypothyroidism,fatigue,dizziness,enlarged_thyroid,brittle_nails,depression,cold_hands_and_feets,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,vomiting,unsteadiness,spinning_movements,loss_of_balance,nausea,,,,,,,,,,,,
typhoid,chills,vomiting,belly_pain,diarrhoea,abdominal_pain,high_fever,,,,,,,,,,,
hyperthyroidism,weight_loss,fast_heart_rate,mood_swings,fatigue,irritability,sweating,diarrhoea,restlessness,,,,,,,,,
common cold,swelled_lymph_nodes,runny_nose,malaise,,,,,,,,,,,,,,
hepatitis e,coma,acute_liver_failure,loss_of_appetite,,,,,,,,,,,,,,
diabetes,restlessness,weight_loss,lethargy,excessive_hunger,blurred_and_distorted_vision,irregular_sugar_level,obesity,increased_appetite,,,,,,,,,
hepatitis c,yellowing_of_eyes,yellowish_skin,fatigue,,,,,,,,,,,,,,
peptic ulcer diseae,passage_of_gases,internal_itching,indigestion,abdominal_pain,vomiting,,,,,,,,,,,,
hepatitis c,yellowish_skin,family_history,nausea,loss_of_appetite,yellowing_of_eyes,,,,,,,,,,,,
fungal infection,itching,dischromic _patches,skin_rash,nodal_skin_eruptions,indigestion,,,,,,,,,,,,
urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,,,,,,,,,,,,,
hepatitis e,acute_liver_failure,nausea,fatigue,yellowish_skin,vomiting,muscle_pain,,,,,,,,,,,
gastroenteritis,dehydration,vomiting,diarrhoea,,,,,,,,,,,,,,
cervical spondylosis,dizziness,loss_of_balance,neck_pain,back_pain,,,,,,,,,,,,,
varicose veins,bruising,cramps,swollen_blood_vessels,swollen_legs,obesity,,,,,,,,,,,,
gerd,cough,acidity,ulcers_on_tongue,stomach_pain,vomiting,,,,,,,,,,,,
chicken pox,skin_rash,high_fever,malaise,red_spots_over_body,,,,,,,,,,,,,
drug reaction,stomach_pain,itching,spotting_ urination,burning_micturition,skin_rash,,,,,,,,,,,,
hepatitis e,coma,fatigue,joint_pain,acute_liver_failure,high_fever,abdominal_pain,dark_urine,yellowish_skin,loss_of_appetite,yellowing_of_eyes,,,,,,,
hypoglycemia,fatigue,vomiting,drying_and_tingling_lips,headache,palpitations,slurred_speech,excessive_hunger,nausea,blurred_and_distorted_vision,,,,,,,,
migraine,irritability,blurred_and_distorted_vision,excessive_hunger,headache,depression,visual_disturbances,stiff_neck,acidity,indigestion,,,,,,,,
chronic cholestasis,loss_of_appetite,nausea,vomiting,itching,yellowing_of_eyes,abdominal_pain,,,,,,,,,,,
dimorphic hemmorhoids(piles),irritation_in_anus,pain_in_anal_region,bloody_stool,pain_during_bowel_movements,constipation,loss_of_balance,,,,,,,,,,,
acne,scurring,blackheads,pus_filled_pimples,skin_rash,,,,,,,,,,,,,
pneumonia,breathlessness,chills,fatigue,sweating,,,,,,,,,,,,,
psoriasis,silver_like_dusting,small_dents_in_nails,skin_peeling,inflammatory_nails,,,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,loss_of_balance,unsteadiness,spinning_movements,nausea,,,,,,,,,,,,,
peptic ulcer diseae,internal_itching,abdominal_pain,passage_of_gases,indigestion,vomiting,,,,,,,,,,,,
peptic ulcer diseae,passage_of_gases,vomiting,internal_itching,,,,,,,,,,,,,,
impetigo,high_fever,blister,skin_rash,yellow_crust_ooze,red_sore_around_nose,,,,,,,,,,,,
dengue,loss_of_appetite,red_spots_over_body,back_pain,joint_pain,muscle_pain,pain_behind_the_eyes,nausea,,,,,,,,,,
hypertension,headache,loss_of_balance,dizziness,chest_pain,lack_of_concentration,,,,,,,,,,,,
dimorphic hemmorhoids(piles),pain_during_bowel_movements,constipation,irritation_in_anus,pain_in_anal_region,,,,,,,,,,,,,
osteoarthristis,neck_pain,painful_walking,joint_pain,,,,,,,,,,,,,,
chicken pox,swelled_lymph_nodes,red_spots_over_body,lethargy,headache,itching,fatigue,skin_rash,loss_of_appetite,,,,,,,,,
gerd,cough,ulcers_on_tongue,vomiting,chest_pain,stomach_pain,acidity,back_pain,,,,,,,,,,
hepatitis b,receiving_blood_transfusion,yellowing_of_eyes,yellowish_skin,abdominal_pain,itching,dark_urine,lethargy,malaise,loss_of_appetite,,,,,,,,
psoriasis,skin_peeling,small_dents_in_nails,inflammatory_nails,silver_like_dusting,joint_pain,,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,spinning_movements,nausea,loss_of_balance,unsteadiness,headache,vomiting,,,,,,,,,,,
migraine,visual_disturbances,blurred_and_distorted_vision,depression,stiff_neck,,,,,,,,,,,,,
paralysis (brain hemorrhage),vomiting,altered_sensorium,headache,sinus_pressure,,,,,,,,,,,,,
arthritis,stiff_neck,movement_stiffness,swelling_joints,muscle_weakness,painful_walking,pain_in_anal_region,,,,,,,,,,,
arthritis,stiff_neck,swelling_joints,painful_walking,,,,,,,,,,,,,,
tuberculosis,weight_loss,breathlessness,mild_fever,high_fever,fatigue,blood_in_sputum,loss_of_appetite,swelled_lymph_nodes,,,,,,,,,
hypothyroidism,dizziness,lethargy,weight_gain,abnormal_menstruation,brittle_nails,,,,,,,,,,,,
hepatitis c,loss_of_appetite,yellowing_of_eyes,nausea,,,,,,,,,,,,,,
alcoholic hepatitis,abdominal_pain,vomiting,distention_of_abdomen,fluid_overload,,,,,,,,,,,,,
drug reaction,itching,skin_rash,stomach_pain,burning_micturition,,,,,,,,,,,,,
hyperthyroidism,muscle_weakness,diarrhoea,fatigue,fast_heart_rate,weight_loss,abnormal_menstruation,mood_swings,sweating,,,,,,,,,
impetigo,skin_rash,yellow_crust_ooze,red_sore_around_nose,,,,,,,,,,,,,,
pneumonia,chest_pain,sweating,phlegm,breathlessness,fast_heart_rate,malaise,,,,,,,,,,,
dimorphic hemmorhoids(piles),pain_in_anal_region,bloody_stool,irritation_in_anus,,,,,,,,,,,,,,
varicose veins,swollen_blood_vessels,bruising,swollen_legs,prominent_veins_on_calf,fatigue,cramps,obesity,red_sore_around_nose,,,,,,,,,
gastroenteritis, vomiting, dehydration, diarrhoea,,,,,,,,,,,,,,
typhoid,headache,fatigue,vomiting,belly_pain,chills,diarrhoea,abdominal_pain,toxic_look_(typhos),constipation,nausea,,,,,,,
hypoglycemia,headache,drying_and_tingling_lips,anxiety,irritability,sweating,excessive_hunger,slurred_speech,palpitations,nausea,vomiting,swelled_lymph_nodes,,,,,,
tuberculosis,malaise,swelled_lymph_nodes,vomiting,cough,phlegm,blood_in_sputum,mild_fever,,,,,,,,,,
acne,pus_filled_pimples,scurring,blackheads,skin_rash,,,,,,,,,,,,,
gerd,vomiting,chest_pain,stomach_pain,ulcers_on_tongue,acidity,cough,,,,,,,,,,,
malaria,sweating,headache,chills,,,,,,,,,,,,,,
hypertension,loss_of_balance,headache,chest_pain,lack_of_concentration,,,,,,,,,,,,,
varicose veins,bruising,fatigue,obesity,prominent_veins_on_calf,,,,,,,,,,,,,
hypoglycemia,sweating,blurred_and_distorted_vision,vomiting,anxiety,headache,drying_and_tingling_lips,,,,,,,,,,,
impetigo,skin_rash,high_fever,yellow_crust_ooze,red_sore_around_nose,blister,,,,,,,,,,,,
arthritis,painful_walking,stiff_neck,swelling_joints,,,,,,,,,,,,,,
osteoarthristis,painful_walking,joint_pain,knee_pain,swelling_joints,neck_pain,,,,,,,,,,,,
hypothyroidism,lethargy,abnormal_menstruation,depression,enlarged_thyroid,,,,,,,,,,,,,
alcoholic hepatitis,history_of_alcohol_consumption,abdominal_pain,vomiting,swelling_of_stomach,fluid_overload,distention_of_abdomen,,,,,,,,,,,
hypoglycemia,headache,blurred_and_distorted_vision,sweating,palpitations,nausea,slurred_speech,vomiting,,,,,,,,,,
pneumonia,fatigue,phlegm,breathlessness,chills,fast_heart_rate,sweating,,,,,,,,,,,
diabetes,blurred_and_distorted_vision,fatigue,restlessness,excessive_hunger,weight_loss,increased_appetite,obesity,lethargy,irregular_sugar_level,polyuria,,,,,,,
hyperthyroidism,fatigue,weight_loss,fast_heart_rate,muscle_weakness,irritability,diarrhoea,excessive_hunger,restlessness,mood_swings,sweating,,,,,,,
osteoarthristis,knee_pain,swelling_joints,neck_pain,,,,,,,,,,,,,,
migraine,indigestion,stiff_neck,visual_disturbances,weight_loss,,,,,,,,,,,,,
arthritis,stiff_neck,painful_walking,muscle_weakness,,,,,,,,,,,,,,
typhoid,headache,high_fever,vomiting,diarrhoea,chills,belly_pain,abdominal_pain,,,,,,,,,,
tuberculosis,vomiting,blood_in_sputum,cough,phlegm,swelled_lymph_nodes,fatigue,chills,weight_loss,throat_irritation,,,,,,,,
allergy,shivering,continuous_sneezing,watering_from_eyes,chills,,,,,,,,,,,,,
hypothyroidism,weight_gain,brittle_nails,depression,abnormal_menstruation,lethargy,dizziness,,,,,,,,,,,
urinary tract infection,foul_smell_of urine,bladder_discomfort,burning_micturition,,,,,,,,,,,,,,
jaundice,abdominal_pain,yellowish_skin,weight_loss,fatigue,dark_urine,,,,,,,,,,,,
osteoarthristis,hip_joint_pain,joint_pain,knee_pain,neck_pain,,,,,,,,,,,,,
hypertension,lack_of_concentration,dizziness,headache,chest_pain,loss_of_balance,,,,,,,,,,,,
dengue,muscle_pain,joint_pain,pain_behind_the_eyes,red_spots_over_body,headache,fatigue,malaise,,,,,,,,,,
acne,scurring,blackheads,pus_filled_pimples,,,,,,,,,,,,,,
hypoglycemia,blurred_and_distorted_vision,fatigue,nausea,excessive_hunger,slurred_speech,sweating,palpitations,,,,,,,,,,
chronic cholestasis,vomiting,nausea,yellowish_skin,,,,,,,,,,,,,,
peptic ulcer diseae,indigestion,internal_itching,abdominal_pain,loss_of_appetite,vomiting,,,,,,,,,,,,
hepatitis b,yellowish_skin,receiving_unsterile_injections,yellow_urine,abdominal_pain,lethargy,receiving_blood_transfusion,fatigue,,,,,,,,,,
fungal infection,nodal_skin_eruptions,itching,dischromic _patches,skin_rash,,,,,,,,,,,,,
osteoarthristis,neck_pain,painful_walking,joint_pain,hip_joint_pain,knee_pain,swelling_joints,,,,,,,,,,,
pneumonia,rusty_sputum,fast_heart_rate,chills,malaise,sweating,polyuria,,,,,,,,,,,
pneumonia,high_fever,fast_heart_rate,phlegm,sweating,chest_pain,malaise,shivering,,,,,,,,,,
dengue,skin_rash,joint_pain,red_spots_over_body,vomiting,chills,pain_behind_the_eyes,,,,,,,,,,,
pneumonia,phlegm,high_fever,chills,breathlessness,rusty_sputum,,,,,,,,,,,,
common cold,loss_of_smell,cough,phlegm,throat_irritation,depression,,,,,,,,,,,,
dengue,chills,fatigue,red_spots_over_body,pain_behind_the_eyes,loss_of_appetite,headache,joint_pain,,,,,,,,,,
hypoglycemia,slurred_speech,headache,drying_and_tingling_lips,blurred_and_distorted_vision,excessive_hunger,vomiting,nausea,sweating,fatigue,anxiety,,,,,,,
hepatitis c,loss_of_appetite,yellowing_of_eyes,nausea,family_history,headache,,,,,,,,,,,,
common cold,high_fever,phlegm,redness_of_eyes,malaise,swelled_lymph_nodes,continuous_sneezing,throat_irritation,headache,chills,sinus_pressure,,,,,,,
typhoid,toxic_look_(typhos),belly_pain,vomiting,chills,high_fever,headache,fatigue,,,,,,,,,,
hypertension,headache,loss_of_balance,lack_of_concentration,dizziness,chest_pain,,,,,,,,,,,,
cervical spondylosis,back_pain,dizziness,weakness_in_limbs,,,,,,,,,,,,,,
hepatitis a,yellowing_of_eyes,nausea,diarrhoea,loss_of_appetite,vomiting,,,,,,,,,,,,
